С,Часы звонков,1 курс,,1 курс,,,,1 курс,,1 курс,,,,1 курс,,,,,,1 курс,,,,1 курс,,,1 курс,,,,2 курс,,,,2 курс,,,,2 курс,,,,,,2 курс,,,,2 курс,,,,,2 курс,,,,3 курс,,,,,,,,3 курс,,,,,,3 курс,,,,,,3 курс,,,3 курс,,,3 курс,,3 курс,,,,4 курс,,,,,,,,,,,,,,4 курс,,,,,,4 курс,,,,,,,,,,4 курс,,,,5 курс,,6 курс
,9:45 - 11:20,Математический анализ доц. Сирота Е.А. 505П,,,,,,,Теоретические основы информатики асс. Соколов В.А.  387,,,,Ин.яз. преп. Семенов В.П. 303П,,Ин.яз. преп. Барсукова Н.В. 309П,,,Введение в программирование ст.преп. Нужных А.В. 293,Документоведение доц. Борисова А.А. 314П,,Введение в программирование асс. Миронова А.С. 297,Геометрия доц. Атанов А.В. 305П,,Web-программирование доц. Сычев А.В. 292,,Web-программирование доц. Сычев А.В. 292,,,,,ДМ ст.преп. Стукалова И.В. 291,,Ин.яз. преп. Гавриш О.А. 308П,ДМ доц. Попов М.И. 382,Политическая наука и технологии доц. Гончаров Л.А. 316П,,Дифференциальные уравнения доц. Некрасова Н.Н. 307П,,,,Базы данных асс. Бондарева Л.О. 385,,Основы Python асс. Шишко Ю.В. 381,ДМ доц. Каверина В.К.  383,Электричество и магнетизм доц. Чуракова Т.А. 479,,,,Электричество и магнетизм доц. Чуракова Т.А. 479,,Теория вероятностей и математическая статистика (ТВиМС) ст.преп. Попова А.Е. 477,,,, ,,,Теория информационных процессов и систем (id=25794) проф. Десятирикова Е.Н. (ДО) ,,,,,,,,Теория информационных процессов и систем (id=25794) проф. Десятирикова Е.Н. (ДО) ,,,,,,Теория информационных процессов и систем (id=25794) проф. Десятирикова Е.Н. (ДО) ,,,,,,Теория информационных процессов и систем (id=25794) проф. Десятирикова Е.Н. (ДО) ,,,,,,,,Квантовые информационные системы проф. Запрягаев С.А. (ДО),,Квантовые информационные системы проф. Запрягаев С.А. (ДО),,Технологии обработки информации проф. Сирота А.А. (ДО),,,,,,Технологии искусственного интеллекта  доц. Илларионов И.В. (ДО),,,,,,,,,,НИР,,Администрирование ИС асс. Петров Ю.В. (ДО),Администрирование ИС асс. Петров Ю.В. (ДО),Администрирование и управление безопасностью интранет- сетей (id=27385) доц. Чернышов М.К.  (ДО),,,,,,,НИР,НИР,Компьютерное моделирование ст.преп. Швырева А.В. (ДО),,,,,Методы верификации ст.преп. Акимов А.В. 384,,
,,,,,,,,Ин.яз. преп. Землянухина В.А.  307П,,Ин.яз. доц. Стрельникова М.А. 309П,,,,Ин.яз. преп. Барсукова Н.В. 301П,,,,,Ин.яз. доц. Вострикова И.Ю. 308П,История России преп. Киселёва М.В. 305П,,,,,,,,,,,Компьютерная геометрия и графика доц. Вахтин А.А. 290,Компьютерная геометрия и графика доц. Вахтин А.А. 290,ДМ доц. Попов М.И. 382,Ин.яз. преп. Гавриш О.А.  303П,Основы Python проф. Дылевский А.В. 297,ДМ ст.преп. Стукалова И.В. 293,,,Основы Python асс. Шишко Ю.В. 381,ДМ доц. Каверина В.К. 385,Базы данных асс. Бондарева Л.О. 383,Компьютерная геометрия и графика ст.преп. Нужных А.В. 291,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Управление проектами ст.преп. Коротков В.В. (ДО),,,,,,,,Администрирование ИС асс. Петров Ю.В. (ДО),Администрирование ИС асс. Петров Ю.В. (ДО),,,,,,,,,,,,,,,,,,,,,
,11:30-13:05,Теоретические основы информатики асс. Соколов В.А. 387,СПЭД доц. Копытин А.В. 384,,Введение в прогр. ст.преп. Нужных А.В. 293,Математический анализ доц. Сирота Е.А. 477,,,,Ин.яз. доц. Стрельникова М.А. 303П,,,,,Введение в программирование асс. Миронова А.С.  382,,,Документоведение доц. Борисова А.А. 316П,,Математический анализ ст.преп. Пашкевич А.А. 292,,Основы российской государственности преп. Шаповалов И.С. 305П,,"Практикум на ЭВМ по дисциплине ""Программирование"" доц. Авсеева О.В. 290","Практикум на ЭВМ по дисциплине ""Программирование"" доц. Авсеева О.В. 290",Математический анализ ст.преп. Толкачев А.В. 291,,,,,,Ин.яз. преп. Гавриш О.А. 309П ,Политическая наука и технологии (id=27450) доц. Гончаров Л.А. 307П,,,Основы Python проф. Дылевский А.В. 385,Теория функций комплексного переменного доц. Попов М.И. 295,,,,ДМ доц. Каверина В.К. 314П,Основы Python асс. Шишко Ю.В. 381,Базы данных асс. Бондарева Л.О. 383,,,Ин.яз. доц. Вострикова И.Ю. 308П,Дифференциальные уравнения доц. Некрасова Н.Н. 505П,,Электричество и магнетизм доц. Чуракова Т.А.  479,,,Ин.яз. преп. Семенов В.П. 301П,,,,,,Электродинамика (id=3975) проф. Запрягаев С.А. (ДО) ,,,,,,,,Электродинамика (id=3975) проф. Запрягаев С.А. (ДО) ,,,,,,,,,,,,Управление проектами (id=24215) ст.преп. Коротков В.В. (ДО) ,,,,,,,,Алгоритмы цифровой обработки сигналов доц. Михин Е.А. (ДО),,,,Управление проектами (id=24215) ст.преп. Коротков В.В. (ДО) ,,,,,,,,,,,,,,Управление проектами (id=24215) ст.преп. Коротков В.В. (ДО) ,,,,,,Программно-аппаратные средства защиты информации (id=3795) ст.преп. Коваль А.С. (ДО) ,,,,,,,Безопасность жизнедеятельности преп. Каленикина Д.А. (ДО),,,Психология личности и ее саморазвития преп. Кудрявцева А.А.  (ДО),,,,Методы верификации ст.преп. Акимов А.В. 297,,
,,,Введение в прогр. ст.преп. Нужных А.В. 314П,СПЭД доц. Копытин А.В. 290,СПЭД доц. Копытин А.В. 290,,,,,,Ин.яз. доц. Стрельникова М.А. 309П,Введение в программирование асс. Миронова А.С. 384,,,Ин.яз. преп. Барсукова Н.В. 303П,,,Информатика доц. Самодуров А.С. 316П,,,,Основы российской государственности преп. Шаповалов И.С. 505П,,Web-программирование доц. Сычев А.В. 295,Web-программирование доц. Сычев А.В. 295,,,,,,,,,,,,,,ДМ доц. Каверина В.К. 382,Основы Python асс. Шишко Ю.В. 293,,,БД асс. Бондарева Л.О. 301П,,,,Электричество и магнетизм доц. Чуракова Т.А.  479,,,ООП доц. Вахтин А.А. 297,Дифференциальные уравнения доц. Некрасова Н.Н. 305П,,Основы Python проф. Дылевский А.В. 381,,,,Ин.яз.  преп. Гавриш О.А. 307П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Технологии искусственного интеллекта доц. Илларионов И.В. (ДО),,Безопасность жизнедеятельности преп. Каленикина Д.А. (ДО),,,Психология личности и ее саморазвития преп. Кудрявцева А.А.  (ДО),,,,АК и СИ ст.преп. Акимов А.В. 385
,13:25-15:00,Ин.яз. преп. Семенов В.П. 308П,,Основы российской государственности (id=27363) преп. Шаповалов И.С. 295,,Математический анализ доц. Чуракова Т.А. 305П,,Физическая культура и спорт,,Математический анализ доц. Сирота Е.А.  477,,,,,,,,Математический анализ ст.преп. Пашкевич А.А. 292,,Информатика доц. Самодуров А.С. 316П,,Физическая культура и спорт,Физическая культура и спорт,Физическая культура и спорт,,,Физическая культура и спорт,,,,,,,,,,Объектно-ориентированное программирование ст.преп. Нужных А.В. 293,,,,,ДМ доц. Каверина В.К. 303П,,Основы Python асс. Шишко Ю.В. 381,Ин.яз. доц. Вострикова И.Ю. 301П,,,,Объектно-ориентированное программирование доц. Вахтин А.А. 297,Ин.яз. преп. Гафарова М.Х. 309П,Математический анализ ст.преп. Толкачев А.В. 505П,,Дифференциальные уравнения доц. Некрасова Н.Н. 307П,Параллельное программирование доц. Борзунов С.В. 479,,,,Методы и средства проектирования информационных систем и технологий (id=10801) ст.преп. Малыхин А.Ю.  (ДО),,,,,,,,Методы и средства проектирования информационных систем и технологий (id=10801) ст.преп. Малыхин А.Ю.  (ДО),,,,,,Проектирование и архитектура программных систем ст.преп. Малыхин А.Ю. (ДО),,,,,,,,Теория информации ст.преп. Попова Е.В. (ДО),ТВиМС ст.преп. Голованов Д.Ю.  15,ТВиМС ст.преп. Голованов Д.Ю.  15,,Проектирование информационных систем (id=10801) ст.преп. Малыхин А.Ю. (ДО),,Квантовые информационные системы (id=3976) проф. Запрягаев С.А. (ДО) ,,Квантовые информационные системы (id=3976) проф. Запрягаев С.А. (ДО) ,,Технологии искусственного интеллекта  доц. Илларионов И.В. (ДО),,,,,,,,,,,,,,Технологии искусственного интеллекта (id=2642) доц. Илларионов И.В. (ДО) ,,,,,,,,Моделирование систем ст.преп. Швырева А.В. (ДО),Моделирование систем ст.преп. Швырева А.В. (ДО),,,,Технологии искусственного интеллекта (id=2642) доц. Илларионов И.В. (ДО) ,,,Безопасность жизнедеятельности преп. Каленикина Д.А. (ДО),,Психология личности и ее саморазвития преп. Кудрявцева А.А.  (ДО),,,,Алгоритмы кодирования и сжатия информации ст.преп. Акимов А.В. 384
,,Физическая культура и спорт,,Основы российской государственности (id=27363) преп. Шаповалов И.С. 307П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ин.яз. доц. Стрельникова М.А. 308П,Основы Python асс. Шишко Ю.В. 381,,,Компьютерная геометрия и графика ст.преп. Нужных А.В.  383,Ин.яз. доц. Вострикова И.Ю. 309П,,,,,,Основы Python проф. Дылевский А.В. 316П,Основы Python проф. Дылевский А.В. 316П,Математический анализ ст.преп. Толкачев А.В. 291,Электродинамика доц. Борзунов С.В. 385,,Математический анализ асс. Бережных И.А. 505П,,,,,,,,,,,,,,,,,,,,,,Теория информации ст.преп. Попова Е.В. (ДО),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Психология личности и ее саморазвития преп. Кудрявцева А.А.  (ДО),,Безопасность жизнедеятельности преп. Каленикина Д.А. (ДО),,,,
,15:10-16:45,Физическая культура и спорт,,Физическая культура и спорт,,Физическая культура и спорт,,,,Основы российской государственности преп. Шаповалов И.С. 307П,,Физическая культура и спорт,,Информатика доц. Самодуров А.С. 385,,Экономика и финансовая грамотность доц. Павлова Е.А. 295,,Физическая культура и спорт,,Физическая культура и спорт,,Математический анализ ст.преп. Пашкевич А.А. 316П,Математический анализ ст.преп. Пашкевич А.А. 316П,Математический анализ асс. Бережных И.А. 305П,,Web-программирование асс. Тырнов Ю.О. 383,Математический анализ доц. Канищева О.И. 477,,,,,,,,,,,,,,,,,,,,,,Ин.яз. преп. Гафарова М.Х. 309П,,,,Ин.яз. доц. Вострикова И.Ю. 308П,Математический анализ ст.преп. Толкачев А.В. 479,,Электродинамика доц. Борзунов С.В. 505П,,Проектирование баз данных (id=9975) ст.преп. Чекмарев А.И. (ДО) ,,,,,,,,Проектирование баз данных (id=9975) ст.преп. Чекмарев А.И. (ДО) ,,,,,,Проектирование баз данных (id=9975) ст.преп. Чекмарев А.И. (ДО) ,,,,,,,,,Язык программирования Java доц. Авсеева О.В.  314П,,,Проектирование баз данных (id=9975) ст.преп. Чекмарев А.И. (ДО),,НИР,НИР,ОЦТ и web программирование проф. Запрягаев С.А. (ДО),ОЦТ и web программирование проф. Запрягаев С.А. (ДО),Администрирование в информационных системах (id=3102) ст.преп. Коваль А.С. (ДО),,,,,,,,,,,,,,Администрирование в информационных системах (id=3102) ст.преп. Коваль А.С. (ДО),,,,,,,,,,,,,Моделирование бизнес-процессов доц. Громковский А.А. (ДО),,,Основы права и противодействие противоправному поведению доц. Сиринько В.А. (ДО),,,,,,Интеллектуальные системы поддержки принятия решений доц. Гаршина В.В. 293
,,,,,,,,,,,,,,,,,,,,,,Математический анализ ст.преп. Пашкевич А.А. 316П,,,,,,,,,,,,,,,,,Ин.яз. доц. Стрельникова М.А. 309П,,,,,,,,,,,,,,Ин.яз. доц. Вострикова И.Ю.308П,,,,,,,,,,,,,,,,,,,,,,,,,,,,Язык программирования Java доц. Авсеева О.В.  314П,,,,,,,НИР,НИР,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Интеллектуальные системы поддержки принятия решений доц. Гаршина В.В. 293
,16:55-18:30,,,,,Экономика и финансовая грамотность (id=17661) доц. Павлова Е.А.  295,,,,Физическая культура и спорт,,,,Физическая культура и спорт,,Физическая культура и спорт,,,,Основы российской государственности преп. Шаповалов И.С. 307П,,Математический анализ ст.преп. Пашкевич А.А. 316П,Математический анализ ст.преп. Пашкевич А.А. 316П,Математический анализ доц. Канищева О.И. 292,,,Математический анализ асс. Бережных И.А. 305П,,Математический анализ ст.преп. Толкачев А.В. 479,,,,,,,,,,,,,,,,,,,,,,,,,Электродинамика доц. Борзунов С.В. 505П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Психология личности и ее саморазвития преп. Кожевникова Е.В.  (ДО),,НИР,НИР,,,НИР,,НИР,,,,НИР,,НИР,,НИР,,,,,,,,,,,,,,,,,,,,Основы права и противодействие противоправному поведению доц. Сиринько В.А. (ДО),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Основы права и противодействие противоправному поведению доц. Сиринько В.А. (ДО),,,,
,18:40-20:00,,,,,,,,,,,,,,,Основы российской государственности преп. Шаповалов И.С. 307П,,,,,,,,,,,,Ин.яз. преп. Гафарова М.Х.   308П,Математический анализ ст.преп. Толкачев А.В. 479,,,,,,,,,,,,,,,,,,,,,,,,,Электродинамика доц. Борзунов С.В. 505П,,Математический анализ асс. Бережных И.А. 305П,,,,,,,,,,,,,,,,,,,,,,,,,,,,Психология личности и ее саморазвития преп. Кожевникова Е.В.  (ДО),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Математический анализ асс. Бережных И.А. 305П,,,,,,,,,,,,,,,,,,,,,,,,,,,ООП асс. Савин М.А. 295,ООП асс. Савин М.А. 295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:10-21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Среда,8:00 - 9:35,,,,,,,Экономика и финансовая грамотность доц. Павлова Е.А. 305П,,,,,,,,,,,Введение в программирование ст.преп. Нужных А.В. 293,,,,ВУЦ,,,Ин.яз. доц. Стрельникова М.А.  309П,Линейная алгебра проф. Вахитова Е.В. 505П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Методы оптимизации доц. Дробышев А.А. 307П,,,,Проектирование баз данных доц. Михайлюк Е.А. 385,,,Моделирование бизнес-процессов доц. Громковский А.А. 297,,,,,,,,,,,,Ин.яз. доц. Вострикова И.Ю. 303П,Методы оптимизации доц. Дробышев А.А. 307П,ВУЦ,,,,,НИР,НИР,Основы цифровых технологий и web программирование проф. Запрягаев С.А. (ДО),,НИР,,,,,,НИР,,НИР,,Моделирование систем ст.преп. Швырева А.В. (ДО),Моделирование систем ст.преп. Швырева А.В. (ДО),НИР,,,,,,,,,,,,Философия доц. Авакян-Форер А.Г. (ДО),,,НИР,НИР,,,,,,,,
,,История России доц. Лавлинский С.А. 290,,Введение в прогр. ст.преп. Нужных А.В. 297,,,,,,,,,,,,,,СПЭД доц. Копытин А.В. 295,СПЭД доц. Копытин А.В. 295,Введение в программирование асс. Миронова А.С. 381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Электродинамика ст.преп. Некипелов Е.А. 479,,Моделирование бизнес-процессов доц. Громковский А.А. 292,,,,Теория информации ст.преп. Попова Е.В. 291,,,ПиАПС асс. Соколов В.А. 314П,,,,,Язык программирования Java ст.преп. Гавшин А.Л. 477,,,,,,Язык программирования Java ст.преп. Гавшин А.Л. 477,,,,,,,,Технологии искусственного интеллекта  доц. Илларионов И.В. (ДО),,,,,,,,,,,,,,,,,,Ин.яз. доц. Вострикова И.Ю. (ДО),,,,,,,,,,,,,,,,
,9:45 - 11:20,Математический анализ доц. Чуракова Т.А. 292,,Введение в программирование ст.преп. Нужных А.В. 316П,,,,Введение в программирование  асс. Чиркин А.Ю. 291,,Экономика и финансовая грамотность доц. Павлова Е.А. 477,,,,Введение в программирование асс. Миронова А.С.  293,,Ин.яз. преп. Гавриш О.А. 308П,,Математический анализ доц. Сирота Е.А. 479,,,,,,,,Основы российской государственности преп. Шаповалов И.С. 305П,Линейная алгебра проф. Вахитова Е.В. 505П,,,,"Русский язык для иностранцев, ул. Хользунова 40А, корпус 6, ауд. 336",,,,"Русский язык для иностранцев, ул. Хользунова 40А, корпус 6, ауд. 336",,,,"Русский язык для иностранцев, ул. Хользунова 40А, корпус 6, ауд. 336",,,,"Русский язык для иностранцев, ул. Хользунова 40А, корпус 6, ауд. 336",,,,,,,,,,,,,,,,ТИПиС ст.преп. Ермаков М.В. 382,Проектирование баз данных доц. Михайлюк Е.А. 290,Проектирование баз данных доц. Михайлюк Е.А. 290,,МиСПИС асс. Соколов В.А. 381,Теория информации ст.преп. Попова Е.В. 383,,Методы оптимизации доц. Дробышев А.А. 307П,,,ОС доц. Самодуров А.С. 314П,,,,Ин.яз. доц. Стрельникова М.А. 301П,,,,,Ин.яз. доц. Вострикова И.Ю. 303П,,Ин.яз. доц. Барабушка И.А. 309П,,,,Интеграция бизнес-процессов в ERP системах доц. Илларионов И.В.  385,,,,Основы цифровых технологий и web программирование (id=3977) проф. Запрягаев С.А. (ДО) ,,НИР,,Управление проектами ст.преп. Коротков В.В. (ДО),,,,БМИЛ доц. Митрофанова Е.Ю. (ДО),,Моделирование систем ст.преп. Швырева А.В. (ДО),Моделирование систем ст.преп. Швырева А.В. (ДО),НИР,,НИР,,,,,,,,БМИЛ доц. Митрофанова Е.Ю. (ДО),,,,Философия доц. Авакян-Форер А.Г. (ДО),Философия доц. Авакян-Форер А.Г. (ДО),,НИР,НИР,,Деловое общение и культура речи преп. Пархоц Э.О. (ДО),,,,БМИЛ доц. Митрофанова Е.Ю. (ДО),,
,,,,История России доц. Лавлинский С.А. 290,,,,СПЭД доц. Копытин А.В. 293,Введение в прогр. асс. Чиркин А.Ю. 301П,,,,,,,,СПЭД доц. Копытина Е.А. 382,,,,,,,,Ин.яз. доц. Барабушка И.А.  303П,Основы российской государственности преп. Шаповалов И.С.  291,,,Линейная алгебра проф. Вахитова Е.В. 305П,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Теория информации ст.преп. Попова Е.В. 383,,Проектирование баз данных доц. Михайлюк Е.А. 314П,,МиСПИС асс. Соколов В.А. 381,,,,,,ТИПиС ст.преп. Ермаков М.В. 316П,ТИПиС ст.преп. Ермаков М.В. 316П,Электродинамика ст.преп. Некипелов Е.А. 505П,,Язык программирования Java ст.преп. Гавшин А.Л. 384,Ин.яз. доц. Стрельникова М.А. 309П,Теория автоматов и формальных языков асс. Крутских В.В. 385,,,,,Операционные системы доц. Самодуров А.С. 387,Управление проектами ст.преп. Коротков В.В.  297,,,,Операционные системы асс. Точилин А.С. 295,Операционные системы асс. Точилин А.С. 295,Численные методы (id=6864) доц. Крыловецкий А.А. (ДО) ,,,,,,,,,,,,,,,,,,,,,,Технологии искусственного интеллекта  доц. Илларионов И.В. (ДО),Технологии искусственного интеллекта  доц. Илларионов И.В. (ДО),,,,,,,,,,,,,,,,,
,11:30-13:05,Введение в программирование ст.преп. Нужных А.В. 295,,Математический анализ доц. Чуракова Т.А. 307П,,,,,,Ин.яз. доц. Стрельникова М.А. 303П,,Экономика и финансовая грамотность доц. Павлова Е.А. 290,,Введение в программирование асс. Миронова А.С. 291,,Ин.яз. преп. Гавриш О.А. 309П,,Информатика доц. Самодуров А.С. 383,,Ин.яз. доц. Барабушка И.А. 308П,,,,Введение в прикладную информатику доц. Громковский А.А. 292,,,Основы российской государственности преп. Шаповалов И.С. 505П,,Линейная алгебра проф. Вахитова Е.В. 305П,,,,,,,,,,,,,,,,,,,,,,,,Политическая наука и технологии (id=27450) доц. Гончаров Л.А. (ДО),,,,,Методы оптимизации доц. Дробышев А.А. 479,,,,,,,,,ТИПиС ст.преп. Ермаков М.В. 301П,Теория информации ст.преп. Попова Е.В. 385,,,,Физика доц. Крыловецкая Т.А. 477,,Физика доц. Крыловецкая Т.А. 477,,,,Язык программирования Java ст.преп. Гавшин А.Л. 316П,Язык программирования Java ст.преп. Гавшин А.Л. 316П,,,,,Интеграция бизнес-процессов в ERP системах доц. Илларионов И.В.  314П,,Введение в машинное обучение и анализ данных (id=7044) доц. Крыловецкий А.А. (ДО) ,,,,Моделиирование систем доц. Митрофанова Е.Ю. (ДО),,,,,,,,,,,,,,Моделиирование систем доц. Митрофанова Е.Ю. (ДО),,,,,,Моделиирование систем доц. Митрофанова Е.Ю. (ДО),,,,Безопасность жизнедеятельности (id=5682) доц. Скоробогатова Л.Г.  (ДО) ,,Безопасность жизнедеятельности (id=5682) доц. Скоробогатова Л.Г.  (ДО) ,Компьютерное моделирование ст.преп. Швырева А.В.  (ДО),,,,,Деловое общение и культура речи преп. Пархоц Э.О. (ДО),,,,Алгоритмы кодирования и сжатия информации ст.преп. Акимов А.В. 384
,,Введение в прогр. ст.преп. Нужных А.В. 301П,Ин.яз. преп. Семенов В.П. 308П,,,,,,,Введение в программирование ст.преп. Соломатин Д.И. 295,,Экономика и финансовая грамотность доц. Павлова Е.А. 292,,История России доц. Лавлинский С.А. 305П,,СПЭД доц. Копытина Е.А. 382,Ин.яз. преп. Гавриш О.А. 309П,Деловое общение и культура речи преп. Пархоц Э.О. 383,,Введение в программирование асс. Миронова А.С. 290,,,,Ин.яз. доц. Барабушка И.А. 297,Введение в прикладную информатику доц. Громковский А.А. 314П,СПЭД и офисное программирование доц. Копытин А.В. 384,,,,,,,,,,,,,,,,,,,,,,,Основы Python  асс. Хакимов Л.Н. 316П,Основы Python  асс. Хакимов Л.Н. 316П,Политическая наука и технологии (id=27450) доц. Гончаров Л.А. (ДО),,,,,,,,,,,,,,,ТИПиС ст.преп. Ермаков М.В. 293,,,,,,ПиАПС  асс. Соколов В.А.  381,Язык программирования Java ст.преп. Гавшин А.Л. 303П,Теория автоматов и формальных языков  асс. Крутских В.В. 385,,Физика доц. Крыловецкая Т.А. 477,,Управление проектами ст.преп. Коротков В.В.  291,,Операционные системы доц. Самодуров А.С. 387,,,,Физика доц. Крыловецкая Т.А. 477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Безопасность жизнедеятельности (id=5682) доц. Скоробогатова Л.Г.  (ДО) ,,Безопасность жизнедеятельности (id=5682) доц. Скоробогатова Л.Г.  (ДО) ,Программирование в ERP доц. Илларионов И.В. (ДО),,,,,,,,,
,13:25-15:00,СПЭД доц. Копытин А.В. 381,,,,,,,,,Ин.яз. доц. Стрельникова М.А. 308П,Основы российской государственности преп. Шаповалов И.С. 292,,,,Информатика асс. Бондарева Л.О. 383,,,,,Ин.яз. доц. Барабушка И.А. 309П,,,Экономика и финансовая грамотность доц. Павлова Е.А. 505П,,"Практикум на ЭВМ по дисциплине ""Программирование"" ст.преп. Соломатин Д.И.  303П",Линейная алгебра проф. Вахитова Е.В. 477,,Введение в программирование асс. Дорохов Д.И. 382,Ин.яз. преп. Семенов В.П. 307П,,,,,,,,,,,,,,,,,Разработка приложений на C++ асс. Пузатых М.С. (ДО),,Методы программирования доц. Михайлова Е.Е.  316П,Методы программирования доц. Михайлова Е.Е.  316П,,,,Компьютерная геометрия и геометрическое моделирование доц. Хлебостроев В.Г. (ДО),,,,Проектирование баз данных доц. Михайлюк Е.А. 385,,ОС доц. Самодуров А.С. 387,,Физическая культура и спорт,,Физическая культура и спорт,,Моделирование бизнес-процессов доц. Громковский А.А. 314П,Физическая культура и спорт,Методы оптимизации доц. Дробышев А.А. 305П,,Физическая культура и спорт,,ТИПиС ст.преп. Ермаков М.В. 297,,,Ин.яз. преп. Гафарова М.Х. 291,Ин.яз. преп. Гавриш О.А. 301П,Язык программирования Java ст.преп. Гавшин А.Л. 293,Теория информации ст.преп. Попова Е.В. 295,,Физическая культура и спорт,,Физическая культура и спорт,,Физическая культура и спорт,,Термодинамика (id=7392) доц. Крыловецкая Т.А. (ДО) ,,,,Термодинамика (id=7392) доц. Крыловецкая Т.А. (ДО) ,,,,,,,,,,,,,,Тестирование программного обеспечения ст.преп. Кузнецова И.Ю. (ДО),,,,,,Термодинамика доц. Крыловецкая Т.А. (ДО),,,,Термодинамика (id=7392) доц. Крыловецкая Т.А. (ДО) ,,,Безопасность жизнедеятельности (id=5682) доц. Скоробогатова Л.Г. (ДО) ,,,Безопасность жизнедеятельности (id=5682) доц. Скоробогатова Л.Г. (ДО),,,,,,Алгоритмы кодирования и сжатия информации ст.преп. Акимов А.В. 384
,,Введение в специальность доц. Крыловецкий А.А. 479,,,,,,,,,,Основы российской государственности преп. Шаповалов И.С. 307П,,,СПЭД доц. Копытина Е.А. 382,,,,,,,,,,,,,,Введение в программирование асс. Дорохов Д.И. 291,,Основы Python ст. преп. Чекмарев А.И. (ДО),,,,,,,,Основы Python ст. преп. Чекмарев А.И. (ДО),,,,,,Основы Python ст. преп. Чекмарев А.И. (ДО),,,,,,Основы Python ст. преп. Чекмарев А.И. (ДО),,,Основы Python ст. преп. Чекмарев А.И. (ДО),,,,Проектирование баз данных доц. Михайлюк Е.А. 297,,Физическая культура и спорт,,Электродинамика ст.преп. Некипелов Е.А. 292,,,,Физическая культура и спорт,ОС доц. Самодуров А.С.  387,,,,,Ин.яз. доц. Стрельникова М.А. 303П,ТИПиС ст.преп. Ермаков М.В. 381,ПиАПС асс. Соколов В.А. 290,ПиАПС асс. Соколов В.А. 290,Язык программирования Java ст.преп. Гавшин А.Л. 293,Ин.яз. преп. Гавриш О.А. 308П,Информационные технологии асс. Борисенков В.Э. 295,Информационные технологии асс. Борисенков В.Э. 295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Программирование в ERP доц. Илларионов И.В. (ДО),,,Деловое общение и культура речи ст.преп. Акованцева Н.В. (ДО),,,,,,
